chickens_per_dollar,broilers_pd,layer_hens_pd,us_cage_free_commitments,other_cage_free_commitments
49.36398771,24.68514141,38.08075921,183436025.9,127456543
139.29134,38.38222294,47.83852976,205381036.5,174488639.6
26.07176005,21.55079248,95.61740425,200134963,102621430.3
135.3196605,46.40752952,65.376507,203607768.7,113247202.8
33.82426231,32.62499635,37.96817986,195036043.7,145413045
128.6831982,8.681319595,21.71207447,175802330.9,98448917.29
151.2189088,25.68005667,40.57719423,193702836.4,112076133
81.44368618,13.87470707,15.42303118,180698750.2,87659232.75
90.00211776,41.87984013,37.03032529,176090922.6,107566842.6
183.1673428,71.57248638,22.42361492,191283726.8,71463238.05
156.5060584,94.6759643,78.44030721,196334979.3,155979526.9
55.91933988,24.68243363,15.13562708,176076846.2,110849149.7
114.3670979,73.09465714,41.86495026,192729438.5,66980925.28
125.3148533,93.18497141,111.3581232,228127797,74835131.35
224.716763,47.97379971,43.76180594,221784174.8,118419330.3
59.03528781,14.20805351,13.23508501,179275686.2,100798242
68.54993339,23.06918388,20.66749714,176172379.6,112364416.4
69.82237658,43.16486707,15.31442575,162115453.4,149180878.9
78.67158523,22.14843765,18.55496724,181586778.2,99342421.18
40.33200094,27.03620477,12.0650247,175568912.8,63367228.71
117.8328667,59.85118549,44.38944875,188638721.9,108264886
50.8417216,35.96996664,33.03617345,175523728.3,117068815.6
156.4890128,10.77193282,12.61200201,185148215.6,60069460.63
15.16933371,78.88416828,65.16729913,196624208,168147441.8
89.90964421,136.2240486,80.11413409,181026999.1,139974996.9
403.8438151,87.21923522,37.98799876,187722774.1,163422835.4
69.84080886,15.11088718,15.06371578,188371518.4,208514304
76.97714885,29.37772734,14.49078753,170817133.9,102002562.1
70.26407649,14.63636603,12.02399318,205799013.8,76704040.03
358.4105904,38.73658745,40.53676731,171066484.4,102064187.1
123.0054365,8.916925271,5.585368228,184058275.4,44923418.09
173.2322102,19.5381925,18.82279241,205492969.3,129556498.9
26.69336828,41.48735382,27.77162884,202918644.2,65162777.39
97.96958177,102.0230332,105.3701316,171442192.6,273678483.6
180.8335238,79.31288426,68.67991114,198750969.9,165178896.3
94.1238957,97.73499189,47.37594132,190818862.6,63387777.45
180.9392171,58.61973066,40.85039606,182586410.8,176649103.2
308.510869,59.69423008,52.84318203,191041344.1,107093266.8
155.0021195,803.7036577,442.1036932,190570776.1,103048715.8
54.9370857,237.8763497,205.048258,196962081.3,56036946.71
79.08921915,6.02400225,26.1147107,180729555.6,107312373
45.05969931,48.71817846,39.87415782,176719510.1,105347433.8
297.5963024,77.94165109,109.8798357,177362956,265517656.9
28.53376059,28.56067168,16.02263081,157503361.6,161092102.8
79.25394817,36.89039784,38.42112246,178825170.8,94205427.12
139.777659,59.48673318,44.26222492,189133511.5,171035757
165.2059976,83.27804026,39.81049529,194978211.3,114063549.4
60.80119642,17.41950525,80.89895359,173369170.5,228018653.6
106.6918921,67.45956359,42.07909161,190953693.9,154331668.9
76.64401052,232.1889263,123.8204562,176880200.1,133001693.4
56.69193524,55.23868629,36.5597326,208608599.1,223059325.2
48.99207842,37.34670149,38.21927895,190254226.8,103520210.5
86.29839613,0,109.4499592,178934281,270610327.1
16.06176125,0,87.38020967,198411141,277214010.3
15.00042799,0,88.78968484,209912119.5,127699411.1
14.80104064,0,22.12310182,198644214.9,71752780.79
28.40457723,0,90.58125376,186723056.5,173735191.8
70.86126674,0.046244849,76.32697259,191967608,199714895.3
9.010561383,0.095200705,20.06090595,205298352.5,75005580.98
47.35354594,0.230666977,223.8502402,198859772.3,102524446.2
36.42251633,0.080753447,23.42426515,176711865,66092476.04
19.66129547,0.021412643,13.7338995,163845467.9,65495193.79
23.61595072,0.060037295,24.96955849,204695054,85553964.65
31.78102073,0.081550148,70.72857408,196115757.6,74270661.01
108.3923038,0.02952606,20.47662697,191877228.3,105787111.9
72.3850822,0.035289471,35.43227118,187675357.2,205937906.7
16.07372258,0.059763749,34.20525947,200564589.7,97056353.83
33.44449294,0.080719829,78.68025687,213678638,79040734.1
30.84432256,0.704214914,29.30001986,192247400.3,74997578.95
8.810139054,0.43529292,60.63096442,179257499.5,162382200.1
22.92877255,0.606249604,17.66439945,167990388.1,53754908.28
6.206494465,0.145279142,7.010963716,207820230.8,57857289.9
15.70020589,0.46203503,21.6182887,200515542.8,136094973.7
43.75824049,0.31935674,17.95228243,176456869.6,125481480.3
43.15195826,0.237493512,22.51537005,172412496.9,128769617.5
86.3115801,0.058119861,3.690561786,231096859,73199867.86
29.14526885,0.82126296,110.8314285,187624893.3,167648367.2
5.757335148,2.317094879,218.6797903,178722434.4,206440277.4
26.57226737,0.67475412,54.26262508,198527890.9,128309493.1
10.59202581,0.284727807,84.84282914,174484759.6,135069609.4
12.64791322,0.249311743,39.41876683,176853114.4,174120683.7
63.50760128,0.416715671,14.2040491,215861381.5,67750739.56
26.73489779,0.30567857,20.67408076,183557823.8,132660747.7
14.84331927,0.471267293,64.17415551,200648062.8,160819635.7
160.4788907,0.233377357,36.7672323,182598205.8,102964269.9
44.80416974,0.154595928,18.63771086,180796269.3,65673383.08
11.83072033,0.056360928,4.972533554,153280456.7,100973675.6
12.93618886,0.303690282,20.01219558,181969201.5,62467193.19
23.3508732,0.722624923,19.61628534,174714420.5,87469519.29
34.49336233,0.354652896,12.47129961,201456947,106016538.9
13.01098884,0.291760334,22.66858571,185242205.4,96026159.27
34.99456034,0.18177184,12.2906088,203987560.9,139421558.4
11.24166904,2.14188625,95.85650822,212963136.5,92300678.78
56.04936506,1.710771391,86.99292141,191066177.4,118855617.7
13.14810125,3.843540759,169.0640802,175457022.8,65240569.08
37.30717479,0.495566915,9.767720423,178323778.7,150764036.9
58.81552406,0.78516301,53.75336018,156561062.8,104220541
23.91849024,3.606898719,116.0673099,201963308.6,150023780.6
23.97579717,0.306271289,28.09534337,182909381.7,119048868.9
11.02725261,0.982933105,47.60423903,207864900.2,114273115.7
55.64443187,1.867845324,89.01346342,199441970.1,148388829.8
17.77827509,0.69020656,32.94174,192271764.1,144410157.7
39.93276181,0.518157833,31.50198248,202568983.7,111376549.1
155.3247428,2.681292967,27.01816812,177616518.2,142842870.8
14.34809771,0.821249391,29.43155526,200469005.3,166308739.7
17.58194844,0.244780657,8.374809064,190954641,141611393.4
23.26536392,1.003187664,29.94795556,197962052.7,77091438.71
47.02287172,0.706542791,17.62915669,184970415.7,72514553
22.76908248,0.529259484,5.81484905,176012825.9,53748201.79
14.98821836,1.170947428,31.73347945,161249543.1,58860021.24
30.83754097,2.143250636,43.81591015,183140209.7,67581022.64
58.77788549,21.28390238,326.3596912,204661995.4,49835818.14
27.13045649,0.935890366,29.36357204,163745709.3,97268978.29
19.12843174,1.318270463,29.60708226,198989960.9,90572204.87
3.595606998,0.204172723,29.9144517,171556636.9,67492214.3
58.46141071,0.677103015,20.29476618,203617476.1,161544725
17.77513594,1.885767933,49.43454512,162819568.6,92627529.33
11.89944129,2.389593944,38.76958845,200053657.8,123074497.3
54.95474043,1.897987839,56.85872587,199289838,65470903.21
7.564816089,2.484000218,25.57936046,215232734.6,74649277.67
6.691394785,0.206312754,18.77932413,216572585.9,145745680.7
39.19473361,0.633801823,7.946694175,193529288.4,109039185.8
77.58585449,1.82060027,50.28719857,188470916.6,117646965.7
26.11860082,1.922161194,35.8889512,183031680.9,158363457.3
20.47535586,2.203527013,35.75756612,172941822.1,129540693.6
8.792151328,0.729586458,11.19473005,184472738.6,192592898.9
36.90169218,0.471019529,9.000971169,175034431.3,67003029.37
33.42293634,1.469768129,29.81566336,180215014.5,65291415.75
11.20160815,1.718570476,65.64634988,222836096,270511856.4
53.17793767,13.41641348,122.7443411,176411863.2,90125988.8
10.09409122,1.057555993,23.59475653,202102296.9,138725216.6
22.75170916,2.193112133,59.06822374,192148232.5,189731051.6
102.4112328,4.244234057,53.35840316,189566851,143206230.5
17.90814046,6.795241182,159.399414,176703131.3,127752187.6
5.302841217,1.700393469,11.04264002,184264495.3,104852720.9
23.00551575,0.05380101,18.99852178,182247469,81543578.76
27.75669822,3.429968474,61.33436276,165636131.5,198217417.8
106.0239387,1.26796313,12.41771211,184442703.5,212719657.9
16.72579477,4.504742687,75.10039433,193019742.8,121023859.1
19.18972966,2.424871592,22.07040737,208237877.3,65377485.84
41.34834203,2.678818927,47.3511782,197700445.2,129194949.3
228.738603,1.436000509,24.0897419,192626442.6,84026808.01
18.97039602,3.060093628,53.85665641,202363352.3,178937543.9
73.27686606,3.377868739,34.0557524,188765860.3,152668942.1
52.00977101,1.25249057,23.99828242,188311409.1,94834370.98
12.31450937,4.066177732,100.0234859,179558901.6,123385783.2
24.46179367,0.263378594,5.090959136,202792702.6,71550018.38
17.09397715,3.588900448,17.56807539,207063032.5,53038447.4
40.2029491,2.317320888,38.39749545,186529354.8,141790396
51.55853704,1.148375718,8.702544804,183343441.1,67926310.58
41.2506312,4.858012373,38.27035477,194747787.7,81428372.77
12.37389815,0.559737858,10.14902422,191426362.9,125138252.8
36.01279134,4.238251494,24.39424689,164034439.3,73355820.08
53.5607008,1.031192379,18.89429937,174761593.6,92050417.63
109.3112257,3.14803903,27.26093309,184931992.6,111922422.4
26.79558281,1.318885577,16.38138067,217615267.7,78471461.04
7.568195457,5.244317791,60.68310518,213065575.7,91131842.9
21.02182938,2.486176599,48.15112629,209428942.1,148892679.8
12.76298204,6.538117504,54.16730787,200612015.1,128261042.4
14.23525144,3.197166956,84.14856596,197886266,101987427.3
8.194559384,1.196424987,29.6813222,180112634.5,163845252.4
18.8430061,3.747987494,39.6471286,175784081.7,132820247.8
43.97239586,2.650003239,27.52335354,230047930.9,150527622
20.15018142,2.540196173,13.77748439,170612820.3,141807387.2
4.706825149,4.494719603,68.12039013,222896168.7,152154925.1
23.34489663,1.187488628,43.28822408,179654295.9,276685686.2
16.73813533,3.607986896,25.09522397,211654388.6,109839536.6
34.91824094,6.51355294,82.8791161,207260566.9,135890154.4
60.15459871,1.007952098,19.89724027,200156064.5,114803987.2
30.9837731,2.752781946,28.34543963,176460839.7,90155353.63
25.18140839,6.549163521,53.66850739,205136886.3,102949611.3
10.76646494,2.978938206,50.51146748,172692339.9,155500004.4
72.40785063,2.3540008,27.13549591,191477277.9,77930889.37
94.50983919,11.56076331,80.2115079,178403772,77325334.25
31.14761877,0.656370522,11.36405492,169004237.4,138711093.5
12.73023505,4.572547562,29.93819309,219464174.5,122722888.8
25.01866294,6.694476786,82.95518926,192356318.7,157827105.2
61.84128764,5.430765927,47.11528518,170058332.6,98509919.03
8.960992142,2.097841301,28.39372514,169768942.6,121136790.5
26.47100783,4.320254191,33.62368286,190121109.1,131200293.7
60.16344025,2.885376432,15.60209368,163984827,122670135.8
11.30600057,0.763042038,22.21013569,223052345,65164282.44
87.01945047,0.955119594,16.57019719,184962173.8,168983757
48.61351666,3.795305764,58.29861124,187227400.2,124366876.1
161.392533,2.169890869,19.78110714,149516615.8,86633060.86
34.68028252,2.983523828,16.53171096,187946681.4,76715605.8
14.34143554,1.556691043,21.49944438,218557835.5,109302922.5
27.55738524,13.05428249,70.54346508,185885114.9,155691069.1
274.1574199,3.022080256,33.64568444,182483903.5,86484636.03
10.61866303,4.133225589,55.84740269,181610923.3,98464669.58
26.57463244,1.001347665,28.11355481,185538703.6,97630617.87
55.81924513,5.43843059,43.66614112,180796765.7,161795600.8
69.18305198,9.061091815,62.2839089,196088524.1,107581048.6
10.27443295,0.900944932,8.026943619,181296757.2,68778143.37
27.05732241,4.348365773,52.34423014,197205112.9,110694173.9
20.19839341,4.660431289,23.47502092,185852833.8,32138042.11
56.53983365,5.668806007,51.42033078,184953905.1,122810412.8
11.05211177,9.867688526,69.58259798,164692437.7,241073998.1
11.35706328,3.820401181,18.16601072,173089382.1,66257180.88
10.05986503,2.246160952,23.8670834,193001158.6,87662773.88
17.45171416,5.168222967,22.11425513,173247584,120473888.2
11.8721875,5.63028475,28.33527907,221629239.2,87318614.09
69.24021563,2.078907116,22.89471361,156583561.2,184499225.3
16.26695872,-0.405444995,145.7070322,184870845.9,87681511.02
176.3760606,2.389770484,47.9947124,176646350.9,95779362.91
57.68950527,1.906868994,20.67484573,181381252.7,73672866.85
11.12212057,3.213623425,17.82144267,209411902.7,78353644.06
20.54028188,2.750158637,38.27772031,195372251.4,100532379.9
60.09427545,2.709292096,22.7574148,178814576.2,132347504.8
26.34182,3.70763251,17.0733351,205102362.5,125279025.3
34.97711036,3.856867221,23.5813004,184853873.6,65386405.49
45.07054401,3.698323497,93.94921672,184940544.5,207101574.2
48.81178657,27.89639675,140.6425431,170086578.6,106448836.7
14.47557589,13.43276909,65.94185518,198702198.3,95120822.29
53.7851144,10.77690342,72.03826585,184151550.2,108291138.4
14.45963266,7.586060938,29.78333292,190545519.9,53212448.9
20.31905143,10.36276173,70.23985782,175460043.4,179144737.9
41.06512642,2.796323769,28.9430186,195408032.1,152790641.6
17.58223449,10.67992806,26.37223677,214259728.3,69963013.6
11.99053068,0.546873253,5.171194633,210582643.1,62627736.64
200.3399305,2.759939774,25.09904893,199570805.4,272281162.9
43.9216575,1.743425925,17.79753816,193056842.1,125623156.4
24.90183512,18.3772844,115.603475,195282162.5,75012920.51
27.00321881,6.574526143,78.55245831,172965603.1,128741145.3
40.78211908,0.367650237,12.24192892,181185191.9,112825319.9
19.00835231,6.070249972,24.54045687,165234709.8,87646009.03
14.97049094,12.72827081,49.91812584,165365607.4,115815865.9
34.38716267,5.96963601,58.8224143,177680570.6,104949377.1
16.93866931,6.604618216,71.02247676,194215901.4,130640569.3
132.2053928,15.35563969,64.86120936,173651000.3,155689585.2
38.99692822,1.89369599,14.3520791,174398007.1,114670238.3
61.84401639,14.2180691,60.62599703,210186985.2,159409551.1
25.58745805,7.877865923,59.91088748,207998220.9,154419460.3
33.75577172,17.24023856,39.04975236,192977964.6,71108467.61
44.00047992,7.240771124,36.0445495,189272763.5,149195655.2
20.87985483,2.356054512,20.98656924,197006973.9,145112955.5
24.70888563,10.87333476,65.13377761,180185976.4,115723324.3
37.49684692,1.819968874,11.63918856,162020553.2,111651796.7
40.83059569,2.992456145,19.89560847,203366697.4,79509158.18
